#Y   Ux
-0.998726   0.0440845
-0.996148   0.109641
-0.99351   0.194881
-0.990809   0.279431
-0.988045   0.348863
-0.985215   0.401839
-0.98232   0.443077
-0.979356   0.476514
-0.976322   0.504634
-0.973217   0.528967
-0.970039   0.550491
-0.966786   0.569855
-0.963456   0.587511
-0.960048   0.603783
-0.95656   0.618912
-0.95299   0.63308
-0.949336   0.64643
-0.945596   0.659074
-0.941768   0.671104
-0.937849   0.682595
-0.933839   0.693608
-0.929734   0.704195
-0.925533   0.714401
-0.921233   0.724264
-0.916831   0.733815
-0.912326   0.743084
-0.907715   0.752095
-0.902996   0.76087
-0.898165   0.769428
-0.893221   0.777787
-0.88816   0.785961
-0.882981   0.793965
-0.877679   0.80181
-0.872253   0.809509
-0.866699   0.817071
-0.861014   0.824505
-0.855196   0.831821
-0.849241   0.839025
-0.843145   0.846125
-0.836906   0.853127
-0.830521   0.860037
-0.823985   0.866861
-0.817295   0.873604
-0.810448   0.880271
-0.803439   0.886866
-0.796266   0.893394
-0.788924   0.899857
-0.781409   0.90626
-0.773718   0.912606
-0.765845   0.918898
-0.757787   0.925138
-0.74954   0.93133
-0.741098   0.937476
-0.732458   0.943579
-0.723615   0.949639
-0.714563   0.95566
-0.705299   0.961643
-0.695816   0.96759
-0.68611   0.973503
-0.676176   0.979381
-0.666009   0.985228
-0.655601   0.991044
-0.644949   0.99683
-0.634047   1.00259
-0.622888   1.00831
-0.611466   1.01401
-0.599775   1.01968
-0.58781   1.02532
-0.575562   1.03094
-0.563027   1.03652
-0.550197   1.04207
-0.537064   1.04759
-0.523623   1.05308
-0.509866   1.05853
-0.495784   1.06395
-0.481372   1.06932
-0.46662   1.07465
-0.451521   1.07992
-0.436067   1.08513
-0.420249   1.09028
-0.404059   1.09535
-0.387488   1.10033
-0.370527   1.10521
-0.353167   1.10996
-0.335398   1.11456
-0.317211   1.119
-0.298597   1.12323
-0.279544   1.12724
-0.260043   1.13097
-0.240083   1.1344
-0.219654   1.1375
-0.198743   1.14024
-0.177341   1.14261
-0.155435   1.14462
-0.133014   1.14627
-0.110064   1.14758
-0.0865755   1.14858
-0.0625337   1.14929
-0.0379262   1.14973
-0.0127397   1.14995
0.0127397   1.14995
0.0379262   1.14973
0.0625337   1.14929
0.0865755   1.14858
0.110064   1.14758
0.133014   1.14627
0.155435   1.14462
0.177341   1.14261
0.198743   1.14024
0.219654   1.1375
0.240083   1.1344
0.260043   1.13097
0.279544   1.12724
0.298597   1.12323
0.317211   1.119
0.335398   1.11456
0.353167   1.10996
0.370527   1.10521
0.387488   1.10033
0.404059   1.09535
0.420249   1.09028
0.436067   1.08513
0.451521   1.07992
0.46662   1.07465
0.481372   1.06932
0.495784   1.06395
0.509866   1.05853
0.523623   1.05308
0.537064   1.04759
0.550197   1.04207
0.563027   1.03652
0.575562   1.03094
0.58781   1.02532
0.599775   1.01968
0.611466   1.01401
0.622888   1.00831
0.634047   1.00259
0.644949   0.99683
0.655601   0.991044
0.666009   0.985228
0.676176   0.979381
0.68611   0.973503
0.695816   0.96759
0.705299   0.961643
0.714563   0.95566
0.723615   0.949639
0.732458   0.943579
0.741098   0.937476
0.74954   0.93133
0.757787   0.925138
0.765845   0.918898
0.773718   0.912606
0.781409   0.90626
0.788924   0.899857
0.796266   0.893394
0.803439   0.886866
0.810448   0.880271
0.817295   0.873604
0.823985   0.866861
0.830521   0.860037
0.836906   0.853127
0.843145   0.846125
0.849241   0.839025
0.855196   0.831821
0.861014   0.824505
0.866699   0.817071
0.872253   0.809509
0.877679   0.80181
0.882981   0.793965
0.88816   0.785961
0.893221   0.777787
0.898165   0.769428
0.902996   0.76087
0.907715   0.752095
0.912326   0.743084
0.916831   0.733815
0.921233   0.724264
0.925533   0.714401
0.929734   0.704195
0.933839   0.693608
0.937849   0.682595
0.941768   0.671104
0.945596   0.659074
0.949336   0.64643
0.95299   0.63308
0.95656   0.618912
0.960048   0.603783
0.963456   0.587511
0.966786   0.569855
0.970039   0.550491
0.973217   0.528967
0.976322   0.504634
0.979356   0.476514
0.98232   0.443077
0.985215   0.401839
0.988045   0.348863
0.990809   0.279431
0.99351   0.194881
0.996148   0.109641
